content,score,label_sentiment
"ih kok sekarang iklan nya jadi tambah banyak ya? baru 1-2 kali scrol langsung iklan, mana kadang iklan berturut turut 2-3 kali ada juga yang 2 iklan yang sama berturut-turut. ya sebenarnya it's okay kalo ada iklan, tapi ya g sesering itu juga kali. saya tuh mau nonton reels, bukan iklan",1,Negative
bagus semua,5,Positive
di tampilan message teman teman yang biasanya ada dan membagikan notes hilang semua karena bug/glitch. jadi yang awalnya saya bisa melihat siapa yang online dan lagu apa yang mereka pasang jadi hilang san iru sangat mengganggu tampilan. tolong perbaiki secepatnya!!,1,Negative
"Saya mencoba aplikasi ini,,klaw mmang cocok saya akan menggunakan nya trus..",5,Positive
good 👍👍👍👍👍,5,Positive
ok,5,Positive
baik,4,Positive
oke,5,Positive
bagus,5,Positive
bagus skaliiiiiiiikii,5,Positive
saya mau make setiker trs masa ga bisa ga guna lu,1,Negative
oh Ig jadi kan lah aku orang orang mu,5,Positive
sangat membantu,4,Positive
sangat bagus,5,Positive
pop up chat jangan di hapus Mark gw sering pake hehe,3,Neutral
"habis di update kenapa ga bisa dibukak,makin di update makin menjadi jadi",1,Negative
has a lot of bugs,2,Negative
"cuma bisa login di web, ga bisa login di aplikasi, kenapa woi instagrammm",3,Neutral
dah gw rate tuh jan nyepam nyepam minta rate apps lagi,5,Positive
good,5,Positive
mantap👍👍,4,Positive
bagus,5,Positive
sangat2 trimakasih karna ig membuatku terhindar dari rasa sakit hati.... teruslah berkarya biarkan apa yg seharusnya jangan mengharuskan apa yg tidak semestinya,5,Positive
bagus sangat apk nya,5,Positive
good app,5,Positive
tingkatkan lagi fitur nya supaya ada daftar teman nya di profil Instagram nya biar kaya fitur profil tiktok dan kalau bisa fitur following/mengikutinya di sembunyikan. terimakasih 🙏,5,Positive
good,5,Positive
MANTAP,5,Positive
sangat puad,3,Neutral
bagus aj sih,5,Positive
good,5,Positive
bagus,5,Positive
apk inii sangat mantapp,5,Positive
𝑠𝑎𝑛𝑔𝑎𝑡 𝑚𝑒𝑚𝑏𝑎𝑛𝑡𝑢 𝑠𝑎𝑦𝑎,5,Positive
sejauh ini apk IG masih wort'it si,5,Positive
SUKA NGEBUG JELEK,1,Negative
banyak konten lucu dan informasi bermanfaat,5,Positive
𝒌𝒆𝒓𝒆𝒏𝒏,5,Positive
sumpah knp akun ig ku gabisa login ya semua akun alesan pasword salah aku coba login di web atau chrome akun ku bisa kebuka sedangkan di aplikasi tidak bisa malah pasword salah jadi aku harus apa gamungkin buka di chrome trs,1,Negative
good,5,Positive
kenapa kena bug ig gua cok :( jadi gabisa buka ig,2,Negative
seru,5,Positive
mantep,5,Positive
maaf sebelumnya akun saya dibajak dan hilang saya ingin akun baru namun tidak bisa oleh karena itu saya berharap kepada pihak ig untuk memberikan saya akses agar bisa buat akun baru,1,Negative
good bngt,5,Positive
ok,5,Positive
"kenapa nih akun saya selalu di tangguh kan? login aja jarang, makin ga jelas nih ig",1,Negative
Hebat,5,Positive
membantu bangett,5,Positive
eror terus napa sihhhh,1,Negative
Pilih kasih ah lu mah.,3,Neutral
"kok ngebug sihh jir,habis update tambah jelek ck",1,Negative
eror terus ni Instagram gmna dah dhl yg lain aman aman,2,Negative
gatau kasih bintang 5 aj,5,Positive
banyak lag,5,Positive
good,5,Positive
sangatt baguss aku sangat menyukainya,5,Positive
mantap,1,Negative
masa kaga bisa daftar si😓 hmm merajukk,1,Negative
mantap,5,Positive
"sangat jelek, masa setelah update malah makin gak karuan aplikasi apa ini? yg bener dong kalo bikin aturan gak kopeten sekali",1,Negative
"tolong buktikan fitur ""lihat siapa saja yang kita ikuti tetapi tidak mengikuti balik""",5,Positive
👍,5,Positive
ketika saya masuk kan sandi akun tertulis salah sandi padahal sandi saya benar,1,Negative
bagus,5,Positive
aplikasi yg bagus,5,Positive
mantap,5,Positive
bagus banget,5,Positive
"sejauh ini bagus untuk posting²,tapi sayang masih sangat tidak mudah untuk menambahkan followrs dn menghasilakn 😁🙏",4,Positive
GK jelas macam apa nih tiba tiba akun di blokir emang nya gampang cari followers,1,Negative
aplikasi ini baik sekali,5,Positive
"tolong jelaskan kebijakan baru, terutama pada ukuran feednya berapa, semua ukuran sdh saya coba namun tetap pada peninjauan di kisi profil selalu di crop",3,Neutral
very good,5,Positive
Instagram tolong ini kenapa gak ada suaranya ya?,4,Positive
mantapppp mantaaaapppp,5,Positive
🔥,5,Positive
bagusss,5,Positive
bagus,5,Positive
bagus apk,5,Positive
ig nya pas sudah di download GK ad muncul di hp sangat buruk sekali,1,Negative
🙌,5,Positive
balikin note atau catatan ig,5,Positive
bagus sekali,5,Positive
mantab,5,Positive
Ini ig apa apan sihh nggak bisa masukin akun nya,1,Negative
cacat ora ISO maen,1,Negative
cukup bagus,5,Positive
mantap bgt,5,Positive
bagus aplikasinya dan puas,5,Positive
gabisa login,1,Negative
"tambahin fitur buat nge hide komentar kita dari pengikut pleaseee. misalnya kalo kita komentar di postingan orang lain, pengikut ku nya gabisa liat. please bgt dah",4,Positive
baik,4,Positive
sangat sukaa,5,Positive
akun judi online makin menjadi jadi di ig,1,Negative
bagus,5,Positive
fitur pencarian filter hilang,2,Negative
Bagus y,5,Positive
Thank you for IG,5,Positive
kenapa sering ngeleg buat saya emosi,1,Negative
update mulu bosen,4,Positive
Komentar malah di hilang hilang kocak,1,Negative
mntab bngt,5,Positive
gooooood,5,Positive
aplikasi yang sangat berguna sekali terimakasih sudah menemani kami berkreasi di medsos aplikasi yang wajib di download sih,5,Positive
mantap dan mudah digunakan,5,Positive
mantap,4,Positive
ko jadi gini ya? setiap aku mau bikin sg selalu gabisa dan keterangannya 'kesalahan' dan ini tu bukan sekali dua kali doang udah sering bngt,1,Negative
bagus,5,Positive
kenapa Ig saya tida bisa live,1,Negative
baguss bangett!!!!,5,Positive
seru suka banget,5,Positive
❤️‍🩹,1,Negative
Sangat membantu dalam bersosial media,5,Positive
mntap,5,Positive
ketika memiliki 2 akun yang terupdate hanya 1 akun dan akun yang satunya tidak bisa terupdate sehingga tidak bisa memakai fitur fitur terbaru,2,Negative
nice,5,Positive
masa di gua doang yang gabisa nambahin catatan?,1,Negative
sangat bagus,5,Positive
ig gw eror udh 3 hari. masa gabisa upload foto . tp bisa liat foto orang . udh di uninstal 5 kali masih aja eror.,4,Positive
bagus man,5,Positive
bagus,5,Positive
aplikasi nya bagus,5,Positive
"kenapa CATATAN yg ada di Instagram di hapus,pdhl menurut saya itu sudahh bagus, tpi entah kenapa malah di hpus begitu saja. tolong di adakan lagi🙏🏻",4,Positive
kenapaa dikasihh hilang notes ig nyaa? padahall bagus klo ada catatan ig mohon dikembalikann,4,Positive
hallo maaf Instagram sekarang banyak erorrnya yaa🙏 Instagram saya eror terus tolong perbaiki lagi Arigatou👊,2,Negative
"suka aja buat foto""",5,Positive
good medaos,5,Positive
mantap,5,Positive
sangat oke,5,Positive
semakin di update semakin burik apk nya.,1,Negative
bagus..menambah wawasan,5,Positive
Berbagi kenangan menjadi indah.,4,Positive
fitur notes/catatan lagu malah dihapus gimana saya ingin mengekspresikan diri saya lewat lagu,1,Negative
LIVE LAUGH LOVE IG 💗💗💗💗,5,Positive
aplikasi ini sangat bagus,4,Positive
sangat bagus,5,Positive
keren,5,Positive
ga bisa kebuka aplikasinya,2,Negative
gajelas Instagram sekarang payah kali update SG.,1,Negative
mantap,5,Positive
mantab cuy,5,Positive
sangat bagus,5,Positive
"gabisa buka apk selalu close sendiri, dan terkena bug, terus kalo mau login akun susah padahal kata sandi ga salah, tolong di perbaiki bug nya saya udh mau 4 hari gbs buka ig",1,Negative
"tolong ini kenapa ya instagram saya? di perbaik dong, orang2 udaa pada update ig nya kok saya belom ya?",5,Positive
ig sy tidak bisa upload story dan postingan,3,Neutral
aplikasi ter the best untuk komunikasi bareng teman,5,Positive
good,5,Positive
bideuah nanggroe,5,Positive
aplikasi cacad dan asal dibuat. aplikasi gak sepenuh nya dukung all rounder sistem android.,1,Negative
scrol wawww,5,Positive
puas,5,Positive
saya sangat senang menggunakan aplikasi ini karena sangat mudah,4,Positive
kenapa fitur tambahkan catatan di reels ig di hilangkan tolong kembalikan fitur itu,3,Neutral
memuaskan,4,Positive
aplikasinya bagus buat posting konten vidio reels atau posting foto tapi saranin kualitas penontonnya ditingkatin lagi biar banyak yg nonton postingannya aku beri bintang 5 karna sederhana pakainya,5,Positive
bergunaa wkwkwk,5,Positive
aplikasinya ngebug gak bisa dibuka,1,Negative
bagusss,5,Positive
berlian,5,Positive
kerennn,5,Positive
tolong dong kalau ada reel tentang judol jangan sampe ada tentang judi online saya malas liatnya,1,Negative
"BANYAK ERROR, TEMEN GW NGIRIM CHAT VIIDO, GABJSA DIBPUTER PDHL JARINGAN STABIL",1,Negative
cakep asli,5,Positive
yg boneng be dh sec gw ilang bsettt,5,Positive
"kenapa lebih rapi tampilan beranda yang lama ya? kalau diubah ke setelan awal, keputusan yang bagus sih",4,Positive
mantul saya puas,5,Positive
good,5,Positive
good,4,Positive
kenapa Instagram aku tidak bisa masuk dan eror kenapa tolong diperbaiki,1,Negative
BAGUSSSSSS,5,Positive
saya senang menggunakam instragram,5,Positive
good,5,Positive
sangat bagus,5,Positive
"AHAHA, download aplikasi ini cuma buat liat sw putri padang nan tersayang 🥰🥰",5,Positive
bersponsor terbaik,5,Positive
sangaaaaaaaaaat bagus,5,Positive
instagram ini bagus banget karena bisa kita mengedit ngedit,5,Positive
Tolong sediakan update utk instagram Instagram ku masih lama belum diupdate,1,Negative
keren,5,Positive
Good..,5,Positive
bagus,5,Positive
Good,5,Positive
good,5,Positive
ini bagus aplikasi coba aja la,5,Positive
sangat membantu utk dpt informasi dan hiburan,5,Positive
baguss banget apk ini bisa banget nih buat yang mau cari² kata² atau cari info lainya,5,Positive
"cara biar tidak versi beta lagi gimana? error aku rasa ini , padahal sudah tidak versi beta lagi INSTAGRAM tolong di benarkan yaa 😊",4,Positive
menghibur,5,Positive
sangat seru dan asyik,5,Positive
Ada bug,4,Positive
Mantup bangettt dahh,5,Positive
makin update makin gajelas ++++ banyak bug nya!,1,Negative
anjirr,5,Positive
sangat keren,5,Positive
instagram merupakan aplikasi terbaik untuk berkomunikasi,5,Positive
apl nya bagus,5,Positive
mantap,4,Positive
aplikasi nya bagus tapi filter filter nya selalu ilang kira kira kenapa ya?,5,Positive
Alhamdulillah bisa menjalin silaturahim bersama tokoh tokoh pemerintahan dan bisa mendapat informasi-informasi yang akurat,5,Positive
udah update tambah rusak,2,Negative
good job...sangat membantu saya dalam pekerjaan saya,5,Positive
jgn terlalu bnyk bayar,5,Positive
"kenapa instagram sudah gak bisa nobar lagi ? itu gimana solusinya setiap aku vidiocall trus mau nobar reels itu udah gak bisaa,yang bisa cuma berbagi layar. mohon di perbaiki",3,Neutral
filter favorit yang aku simpan udah gak ada semua sudah unavailable knp kok gitu?!! ig error sekarang,1,Negative
seru,4,Positive
saya buat laporan sudah 1 minggu tidak di respon dan tidak ada tindak lanjut,3,Neutral
upload video di reel dan story selalu macet dan ndak lancar. padahal sudah pakai data dan sinyal sangat bagus,3,Neutral
hatur nuhun pisan,5,Positive
seru,5,Positive
seru bnget,5,Positive
keren.. aplikasinya sederhana dan gampang dibukanya.. lanjutkan.,5,Positive
hebat,5,Positive
"tidak bisa login sama sekali sudah saya coba berkali-kali tetap gabisa padahal dulu bisa, sudah coba ganti akun tetap gabisaa hadehh",1,Negative
bagus tpi tlng perbarui lgi dan update👍,5,Positive
"Create a feature so you can delete photo posts so there's only 1 left, and how to delete music in IG photo posts",5,Positive
"apalah,orang ga komen apa2 malah kena akun anda di batasi.udh gabisa berkomentar dan dapat notifikasi komentar balasan.kecewa",1,Negative
Bagus tapi suka bug tiba tiba,4,Positive
bagus,5,Positive
bagus sekali,3,Neutral
kenapa di akun saya tidak ada catatan?,1,Negative
"ka kenapa tiba2 ig tidak bisa dibuka ? Keterangannya ""coba buka beberapa saat lagi""",2,Negative
okey sangat senang dengan aplikasi ini,5,Positive
"instagram ini sudah rusak catatan ig saya hilang"" setelah saya hapus ig baru nimbul lagi setelh 1jam hilang lagi tolong pihak ig diperbaiki secepatnya🙏🏼",1,Negative
udah bisa login :D,5,Positive
keren,5,Positive
dongok,1,Negative
hebat',5,Positive
ok bgt,5,Positive
yeah lumayan,4,Positive
istragram ini membuat ku senang,4,Positive
sangat puas,5,Positive
"tidak bisa mengunggah cerita, selalu gagal, tolong diperbaiki",2,Negative
bagus banget,5,Positive
bagus,5,Positive
Mudah simple elegan,5,Positive
👑,5,Positive
mantapp,5,Positive
membantu sekali agar selalu deres al quran,5,Positive
kenapa saya tidak bisa login di aplikasi ini padahal sandi Ig saya sudah benar kenapa bisa kaya gituh yahh tolong beri cara ke pada ku,5,Positive
bagus,5,Positive
kenapa fitur catatannya di ilangin? Padahal itu sangat berguna,1,Negative
bagus,5,Positive
"seru,tapi jangan blok akun saya ya,soalnya di tiktok udah pernah di blok",5,Positive
mantapppp,5,Positive
kenapa filter jj ny ilang semua,3,Neutral
bagus ⭐⭐⭐⭐⭐,5,Positive
aplikasi ini sangat bagus,5,Positive
nice aplication public,5,Positive
bad,2,Negative
GATAUUU SUKA AJA,5,Positive
bisa ketemu orang nya di aplikasi ini,5,Positive
sangat membantu,5,Positive
🥷🥷 fadlan.zo jangan lupa tap tap,5,Positive
fitur note hilang?,2,Negative
toplah,5,Positive
bagus,4,Positive
seru banget buat hiburan walaupun memori penuh ga mau hapus soalnya seruu,5,Positive
tidak bisa live perlu memenuhi syarat,1,Negative
mantap,5,Positive
sangat membantu,5,Positive
ok,5,Positive
sangat bagus,5,Positive
mantap,5,Positive
baik sekali,5,Positive
good,5,Positive
segini dlu,4,Positive
"cacat, gabisa dapetin kekuatan super",1,Negative
the Best,5,Positive
bagus si tapi knpa ya pas sayaa coba tutup akun trus uda ada 1minggu ga bisa login kembali pdahal kata sandi sm nma pengguna nya sma eh malah g bisa loginn??,4,Positive
suka sama aplikasi nya .,5,Positive
untuk promosi jualan mantap,5,Positive
kenapa kalo buat akun baru selalu ajukan banding? jadi ilang akun lama juga?,4,Positive
"aplikasi nya bagus, sya suka. tetapi mengapa ketika saya buka Instagram, kadang² tuh ga bisa buka? memori masih aman sih. dan kali ini yang paling parah... saya benar² ga bisa membukanya. padahal saya sudah mengikuti tutorial mengatasi masalah ini di YouTube. mohon bantuan untuk mengatasi masalah ini🙏",4,Positive
cukup baik,4,Positive
aktif kan fitur komentar di insta story Instagram,3,Neutral
sangat bagus,5,Positive
seru juga,2,Negative
"Assalamualaikum warahmatullahi wabarakatuh. Instagram ini sangat bagus karena kita bisa berteman,berknalan, baik artis maupun saudara ataupun menambah pertemanan Bila di gunakan dengan baik dan benar... Terima kasih... Wassalamualaikum wr wb... 🥰🥰🥰",4,Positive
kenapa story sekarang di kompres.. video jadi blur gak jelas..,1,Negative
mantap,5,Positive
mantap 👍👍👍,5,Positive
"Kalo aku sih kasih bintang lima, fitur dari meta ok banget",5,Positive
aplikasi nya sangan bangus cuman efek nya suka pada hilang terus kalo di cari gak ada efek nya itu itu aja tolong di perbaiki instagram nya supaya efek nya gak ilang terus,5,Positive
lancar banget👍👍👍,5,Positive
terbaik,5,Positive
"sangat bagus,, tapi tidak cocok untuk ku bermain di sini,,,di sini yang main orang elite semua dengan gaya hidup glamor",4,Positive
Menyenangkan,5,Positive
up-to-date... menjadi jendela dunia versi jaman digital gini,5,Positive
Tolong blokir iklan judi online yang mengganggu....sering update ada perubahann di apanya update TERUSSSSSSSSSS,4,Positive
lebihhh baikk apk ini,5,Positive
baik,5,Positive
lebih sukanya Instagram🙂🙂🙂🙂,5,Positive
sangat membantu mengetahui dunia luar,5,Positive
bgus,5,Positive
masih banyak BuG nya.,3,Neutral
padahal sudah versi terbaru tapi tidak bisa membuat catatan lagu,1,Negative
keep support,5,Positive
tiba² cacatan ilang kaga muncul di semua akun sya kenapa ya bug kah?,3,Neutral
"ig skrng sampah,,isi ny judol smw.",1,Negative
saya senang menyimpan moment2 anak dan keluarga saya...thxs yaa,5,Positive
bagus sekali,5,Positive
seru banget,5,Positive
👍👍,5,Positive
mantul,5,Positive
terbaik,5,Positive
i love Instagram,5,Positive
bagus..cuma masalahanya kenapa gk bisa bikin sampul sorotan,3,Neutral
good,5,Positive
"bugnya benerin woi, catatan lagu hilang punya saya",2,Negative
"banyak bug, contohnya video suka berhenti sendiri padahal gak ngelag, musik di bio suka tiba² ngilang sendiri, fitur catatan ilang sendiri, banyak pokoknya",1,Negative
Bagus sekali bagus efeknya,5,Positive
maksudnya Instagram apa ya g prnh psng fto aneh video aneh tiba tiba di tanggung kan smua,1,Negative
apk gajelas👎🏻,1,Negative
jadi bisa bertemu kawan lama.. meskipun di medsos👍,5,Positive
"Feed nya malah ikut2an aplikasi sebelah, udah kotak aja. Yang sekarang jelek banget, ganti aja kayak sebelumnya. Fitur catatan di reels juga ilang arggh",1,Negative
terbaik,5,Positive
KEMBALI KAN UKURAN FEEDS IG 1×1 WOY,1,Negative
sangat bagus,5,Positive
mirip josk,5,Positive
ig knp ya kalau semisal mau ganti foto sorotan kok memuat terus padahal wifiiinya lancar bgtt,3,Neutral
aplikasi yang sangat bagus sekali,5,Positive
"quite like it, also fun",4,Positive
luar biasa sangat suka,5,Positive
kenapa org ngetag ngga bisa dijadiin sorotan?,3,Neutral
Kren habis,5,Positive
amazing so far,5,Positive
Bagus,5,Positive
nge bug njirr ndd catatan ig,3,Neutral
apk ini bagus kasih bintang 5,5,Positive
baik,5,Positive
mantap,5,Positive
bagus,5,Positive
kenapa fitur catatan malah dihilangkan? padahal itu fitur berguna banget dan banyak orang yang suka,3,Neutral
ig saya kenapa tiba-tiba eror beranda tidak tersedia? cara mengatasi gimana ya?,2,Negative
Karena kamera nya cantik,5,Positive
"Instagram aplikasi yang sangat baik dan bagus dia bisa membagiian foto, video,dan lain² sangat bagus aplikasi Instagram ini.",5,Positive
"suka banyak BUG, terus enggak bisa bikin akun baru, kalo mau share video orang ke cerita suka enggak bisa. Tolong di perbarui lagi dong Instagram nya🙏🙏🙏",1,Negative
keren,5,Positive
bgus,5,Positive
update yang sekarang bagus banget walau catatan nya udah ga ada tapi ini lebih bagus,5,Positive
sangat senang,5,Positive
mantap,5,Positive
SUMPAHHH INI CATETAN IG MASA DIILANGIN AAAAAAAA GA ASIK BANGET PADAHAL SERING LOOO AKU BUAT ☹️☹️☹️☹️☹️sumpah lahhh di munculin lagi dooongg catetan Ig nyaaa please....,2,Negative
bagus dan menarik.. untuk melihat sesuatu yg terjadi di sekitar bahan du seluruh dunia. bahkan info berita2 apapun,5,Positive
Masih terlalu kebanyakan promo undian yang tidak konsisten !,3,Neutral
kenapa ig saya gak bisa buat live ? saya kasih 1 bintang kalo ig saya kena buat live saya kasih full bintang dan ulasan yg bagus,1,Negative
"oke,keren",5,Positive
"KECEWAAA, awalnya pas ada catatan ig tu seru bgt sekarang ngga",1,Negative
aplikasi nya keren gak ada kata keblokir,5,Positive
sippp,5,Positive
senang sekali,5,Positive
woiii note nya hilang,1,Negative
terbaik dengan Ig bisa membantu saya untuk terus membuat konten,5,Positive
mantap keren,5,Positive
Instagram aplikasi yang bagus untuk bagikan momen,5,Positive
sedikit mengecewakan _tetapi semoga kedepannya di perbaiki lagi!. aplikasi nya bagus.,4,Positive
mudah eror,1,Negative
mantap,5,Positive
bagus,5,Positive
keren,5,Positive
pokoknya terbaik dah.. 🙌❤,5,Positive
sangat menghibur,5,Positive
menurut daia keren bagus instagram sangatpuas,5,Positive
Wow,5,Positive
sangat puas,5,Positive
mantap,3,Neutral
i love,5,Positive
muantap,5,Positive
sagat bagus,5,Positive
saya suka pkai ig.trima ksih,5,Positive
bagus,5,Positive
sangat bagus dan akun saya banyak di kenal semua orang,5,Positive
💯,4,Positive
Manatap,5,Positive
bagus banget apk nya jdi bisa liat akun ayang di ig meskipun ayang aku di korea 🤭🤭,5,Positive
oke,5,Positive
suka nge bugg,4,Positive
sangat memuaskan kan,5,Positive
saya suka dengan aplikasi ini,5,Positive
aplikasi bagus cuman itu aja yang bisa ku sampaiin soalnya dari insstal aplikasi sampai menggunakannya smua nya mudah bangat gak ribet kayak aplikasi lain,5,Positive
beww,5,Positive
Aplikasinya bagus tapi aku g bisa live lagi,5,Positive
bagus buat sehari hari,5,Positive
susah fyp,2,Negative
the best,5,Positive
"Tolong perbaiki lagi Instagram masih banyak yang bug kadang bug tidak bise mengirim pesan , kadang tidak bisa mengfollow temen",4,Positive
pokoknya bagus,5,Positive
bagus,5,Positive
bagus,5,Positive
aplikasi estetic,5,Positive
nice,5,Positive
kembalikan fitur tambahkan catatan cok,2,Negative
Of Excellence,5,Positive
great,5,Positive
good,5,Positive
"KO ILANG SI FITUR MUSIK DI PROFIL, SAMA FITUR CATATANNYA",1,Negative
4juta followers,5,Positive
bagus sekali,5,Positive
lag out,2,Negative
keren apknya,5,Positive
"ini ig eror di hp saya aja atau gimana ya? setiap ada notif yg nge dm , pas saya buka malah gaada , dan bukan satu akun aja di ig saya , terus jugaa mau scrol chat juga loading nya lama tu kenapa ya? tolong dong Instagram bantuan nya , jadi saya susah buat ngebales kalau ada yg nge dm",4,Positive
Aplikasi penunjang bisnis,5,Positive
aplikasi bagus banyak pengguna nya.,5,Positive
"IG BUSUK BANGET PLIS, SOROTAN YANG DI PAKEIN LAGU SMA VIDIO VIDIO LAMA LAMA JADI BUREMMMMMM PLISSSS JELEKKK BANGETTTTT.......",1,Negative
sekalipun masih jarang main di Ig tp memang bikin asik,5,Positive
good,5,Positive
ok,2,Negative
wow,5,Positive
menurut saya ig agak lelet terus kurang hd,1,Negative
TOLONG DI HAPUS IKLAN TENTANG PERJUDIAN ONLINE DI INDONESIA:) JGN MERUSAK NEGARA KAMI!!,1,Negative
"setelah di update ,setiap buat stories kenapa gambar tidak nampak , payah banget ,tolong diperbaiki lah",1,Negative
"akun sudah lama malah dinonaktifkan tanpa sebab yang jelas, gak jelas.",1,Negative
mantap,5,Positive
kaga bisa live,1,Negative
i hope this Will be change my life for better live,5,Positive
bagus,4,Positive
"bagus, semoga postinganku fyp",5,Positive
Instagram nya eror bantuin min,2,Negative
sangat bermanfaat banget,5,Positive
good,5,Positive
"It's fun to make friends or to practice building your confidence, because you don't have to be perfect to show who you are.",4,Positive
"Mau komen apa saya bingung, liat komen kok buruk buruk semua. Ya udah bintang 1 dulu klo bagus nanti bintang 4",5,Positive
sangat Bagus dan luar biasa,5,Positive
bagus sekali,5,Positive
sangat baik,5,Positive
kenapa lama di muat pas mengganti sampul sorotan,1,Negative
Terima Kasih Instragam sy jadi tambah wawasan,5,Positive
mantap gak sensitif. tiktok lebih sensitif komen aja,5,Positive
FYP KE VIDIO GUA BANG,5,Positive
baik,5,Positive
Ok,5,Positive
komentar story bug,3,Neutral
"seru , jadi lebih mengenal konten kreator lain , lebih mudah jika ingin berfoto , terinspirasi konten kreator lain , dll",5,Positive
owm,5,Positive
bagus,5,Positive
min knp sekarang fitur DM ga ke orang yg baru harus di ikuti dlu min please min balikin yg dlu,3,Neutral
"kepada pihak Instagram ini gmn ya ko dm dm saya tiba-tiba hilang semua, tolong pulihkan dm saya yang hilang itu dan tidak ada pesan masuk satu pun",3,Neutral
keren,5,Positive
sangat puas,5,Positive
sangat senang,5,Positive
sangat bagus dan bermanfaat,5,Positive
bagus cuma ada sdikut bug tapi tetep bagus apknya,5,Positive
baguss,5,Positive
kerennnn min,5,Positive
sangat suka,5,Positive
bagus aplikasi ini saya suka,5,Positive
sangat istimewa ❤️❤️❤️,5,Positive
seppp,5,Positive
Very good,3,Neutral
bagus berguna,5,Positive
assalamualaikum teman teman kok bisa ya tiba tiba hilang filternya insantagram,1,Negative
Tambahin fitur bagi layar di saat vc seperti WhatsApp. Terimakasih,4,Positive
bagus,4,Positive
"ini akun ku dibatasi knp ya, tidak bisa berinteraksi dengan akun tertentu",3,Neutral
sukran,1,Negative
kenapa g kebuka,2,Negative
gooodddd,5,Positive
good,5,Positive
"jujur sya sakit hati banget sama nih instagram, bagus kok cuma kata gue teh gk ush ada iklan, terus kenapa pas mau menyimpan fitur-fitur nya tuh gak bisa, padahal ada efek efek foto di situ cantik cantik, tapi lama lama kok diihh",1,Negative
bagus bisa ber motifikasi,5,Positive
hiburan yg cukup membantu terhubung dengan kawan sedunia,5,Positive
fitur efek di Instragram sekrng sudh kebanyakan sudh tidak bisa d jangkau,3,Neutral
makin gjls,1,Negative
senang,5,Positive
kenapa sya tidak dapat menambah kan catatan ke reels orang lain padahal sya sudah updet,5,Positive
please add a feature to see who follows us back 🙏,5,Positive
the best lah ga baperan kaya fb,4,Positive
Saya suka dengan ig,5,Positive
ok mantaf,5,Positive
gajelas masa akun saya tiba-tiba ke blokir sendiri pdhal sya ga ngapa ngapain tolong dong pihak Ig bisa balikin akunnya ga?,1,Negative
mantapp Jaya,5,Positive
bagus,4,Positive
sangat bagus sekali,5,Positive
mantap,5,Positive
Instagram ink sangat bagus sekali saya suka 😋😊,5,Positive
bagus,5,Positive
aku centang biru ka,5,Positive
"ada bug, saat bermain game atau membuka aplikasi lain, tiba tiba Instagram terbuka dengan sendirinya di tengah tengah bermain",1,Negative
"ig jeleg bgt,, masa fitur yang lucu lucu diilangan si,, kea catetan musik jadi gaada, catetan postingan gada, trus kolase foto jadi aneh",1,Negative
👍,5,Positive
aku Suka INTRAGRAM Karena beritanya real buka hoak berbeda dg aolekasi sebelah yg adanya kebanyakan hoak....dan sukses Melihat scroll 2 Karen emang bagus DNA bermutu ...,5,Positive
Sangat bagus dalam layanan aplikasi nya tapi tolong kalo saya buat vidio untuk supaya viral ya itu saja terimakasih,5,Positive
mantapp,5,Positive
kawan yg sudah lama tak jumpa bisa jumpa disini untuk silaturahmi,5,Positive
cukup baik,3,Neutral
"saya suka dengan aplikasi ini tetapi tolong kalau mau nge dance bisa pas dengan lagu atau music nya ,dengan juga diberi slowmo yang bagus dan menari mohon di perbaiki",5,Positive
kenapa saya ingin mendaftar tetapi tidak bisa saya sudah memasukan kode yang benar dan nomor yang benar tetapi tetap tidak bisa ini bagaimana?,3,Neutral
Instragram keren..,5,Positive
really good,5,Positive
bgus,5,Positive
bagus untuk foto tapi agak bikin nge leg,4,Positive
APLIKASI INI SAAT SERU SAYA KASIH BINTANG 5 TAPI KURANG NYA BAGI YANG MEMBELI FOLLOWERS TOLONG AKUN NYA DI BEND PERMANEN,5,Positive
tolong dong pihak Instagram hilangin fitur hapus tautan tag akun di bio sangat meresahkan saya sudah banyak cara mau mulihkan tidak bisa sudah beberapa hari belum juga bisa mentag akun tersebut di bio itu sangat perlu buat promosi dan buat jualan tolong banget pihak Instagram solusi ataupun bisa buat fitur lagi buat mengembalikan tautan tag akun itu perlu banget buat ku dan beberapa orang kalau tidak sengaja terpencet delete tautan tersebut dan terimakasih kalau bisa di benahi🙏🙏,1,Negative
mantapppp jossss hebat moga makin sukses,5,Positive
bagus,5,Positive
"tolong akun saya tiba' tidak dapat memuat kabar beranda, gimana yaa tolong dibantu🫠🙏",4,Positive
keren,5,Positive
me like instagram,5,Positive
bermanfaat bagi pengembangan relasi,5,Positive
terbaik dan mudah digunakan,5,Positive
bagusss sekalii boloo rekomeszz sihzz,5,Positive
bagus,5,Positive
WOYYY FITUR NOTES LU KEMANAIN KOCAKKKK,5,Positive
baru aktif lagi mohon dukungan,1,Negative
ya mantap,5,Positive
gausah update yang aneh aneh dong,3,Neutral
setiap lupa sandi ada masalah teruss,3,Neutral
sangat menarik,5,Positive
bisa buat kerajinan video yg lewat di fyp tiktok...😁,5,Positive
"menyusahkan kalau mau upload feed ig, udah di ulang berkali² sampai relog dan hapus cache sama aja masi terjadi ""terjadi kesalahan"" tolong di perbaiki ya",1,Negative
tenyaho,5,Positive
